Compound Sentiment Score,sentiment change,date,date,High,Low,Open,Close,Volume,Marketcap,Volatility,date,date,fear,anger,trust,surprise,sadness,disgust,joy,anticipation
0.4588,-0.1097,2013-04-29,2013-04-29,147.48800659179688,134.0,134.44400024414062,144.5399932861328,0.0,1603768864.5,10.065676561042444,2013-04-29,2013-04-29,0.0480859010270775,0.0480859010270775,0.09663865546218486,0.17133520074696545,0.05182072829131652,0.0,0.0480859010270775,0.17091503267973857
0.7442,0.2854,2013-04-30,2013-04-30,146.92999267578125,134.0500030517578,144.0,139.0,0.0,1542813125.0,9.608347132264043,2013-04-30,2013-04-30,0.04181042884990254,0.0785916179337232,0.24071881091617933,0.043754873294346984,0.04026559454191033,0.036342592592592586,0.05396198830409357,0.1487719298245614
0.45625,-0.2879499999999999,2013-05-01,2013-05-01,139.88999938964844,107.72000122070312,139.0,116.98999786376952,0.0,1298954593.75,29.86446138543344,2013-05-01,2013-05-01,0.06388888888888888,0.05,0.04444444444444444,0.07777777777777778,0.08888888888888888,0.0,0.02777777777777778,0.3388888888888889
0.6935,0.2372499999999999,2013-05-02,2013-05-02,125.5999984741211,92.28189849853516,116.37999725341795,105.20999908447266,0.0,1168517495.25,36.10469714828723,2013-05-02,2013-05-02,0.05691964285714285,0.03125,0.18489583333333334,0.010416666666666666,0.03869047619047619,0.02827380952380952,0.06584821428571429,0.13244047619047616
0.6249,-0.0686,2013-05-03,2013-05-03,108.12799835205078,79.0999984741211,106.25,97.75,0.0,1085995168.75,36.697851375340655,2013-05-03,2013-05-03,0.05005532102306296,0.09767436864211058,0.1369146982050208,0.026799007444168736,0.026386516709097356,0.06719946719946719,0.07186684283458478,0.11877735168057749
0.56465,-0.06025,2013-05-04,2013-05-04,115.0,92.5,98.0999984741211,112.5,0.0,1250316562.5,24.324324324324326,2013-05-04,2013-05-04,0.046511627906976744,0.023255813953488372,0.07325581395348837,0.0,0.023255813953488372,0.0,0.05,0.2720930232558139
0.4215,-0.14315,2013-05-05,2013-05-05,118.8000030517578,107.14299774169922,112.9000015258789,115.91000366210938,0.0,1288693175.5,10.87985734556479,2013-05-05,2013-05-05,0.046296296296296294,0.018518518518518517,0.0993827160493827,0.0,0.08333333333333333,0.0308641975308642,0.07561728395061729,0.18703703703703703
0.5242,0.1027,2013-05-06,2013-05-06,124.66300201416016,106.63999938964844,115.9800033569336,112.3000030517578,0.0,1249023060.0,16.90079025475052,2013-05-06,2013-05-06,0.01291565577279863,0.018481518481518484,0.06917368345939774,0.06781313924171066,0.06417392131677846,0.009205080633652064,0.05989724561153133,0.46636696636696634
0.6992,0.175,2013-05-07,2013-05-07,113.44400024414062,97.6999969482422,112.25,111.5,0.0,1240593600.0,16.114640519629706,2013-05-07,2013-05-07,0.05043535307658566,0.056486600713489925,0.11244215995683346,0.06868898166587088,0.031980339722911255,0.010017560664112388,0.10191402666335411,0.13637401764121318
0.3286,-0.3706,2013-05-08,2013-05-08,115.77999877929688,109.5999984741211,109.5999984741211,113.56600189208984,0.0,1264049202.15,5.638686488335136,2013-05-08,2013-05-08,0.04764705882352942,0.03620915032679738,0.10954248366013072,0.016993464052287584,0.05843137254901961,0.04509803921568627,0.08366013071895424,0.2222222222222222
0.5308,0.2022,2013-05-09,2013-05-09,113.45999908447266,109.26000213623048,113.1999969482422,112.66999816894533,0.0,1254535382.0,3.844038867037016,2013-05-09,2013-05-09,0.04076479076479077,0.027777777777777773,0.16004432075860647,0.05158730158730158,0.10624098124098125,0.0,0.10770975056689343,0.1553391053391053
0.41645,-0.11435,2013-05-10,2013-05-10,122.0,111.5510025024414,112.79900360107422,117.1999969482422,0.0,1305479080.0,9.367013530272764,2013-05-10,2013-05-10,0.05185185185185185,0.03333333333333333,0.20370370370370372,0.0,0.05185185185185185,0.03333333333333333,0.0,1.0
0.26495,-0.1514999999999999,2013-05-11,2013-05-11,118.6790008544922,113.01000213623048,117.6999969482422,115.24299621582033,0.0,1284207489.42,5.016369003716941,2013-05-11,2013-05-11,0.021089123212480135,0.09003438983216537,0.21797411806259126,0.07595938776424115,0.021089123212480135,0.0591326014733497,0.07794534557679149,0.15799847271030285
0.4648,0.1998499999999999,2013-05-12,2013-05-12,117.4489974975586,113.43499755859376,115.63999938964844,115.0,0.0,1281982625.0,3.538590404510245,2013-05-12,2013-05-12,0.03540305010893246,0.03355119825708061,0.1911764705882353,0.00392156862745098,0.03540305010893246,0.0,0.05392156862745098,0.3291316526610645
0.0516,-0.4132,2013-05-13,2013-05-13,118.6989974975586,114.5,114.81999969482422,117.9800033569336,0.0,1315710010.5,3.667246722758597,2013-05-13,2013-05-13,0.14789377289377287,0.08333333333333333,0.09340659340659341,0.023809523809523808,0.07646520146520146,0.06547619047619047,0.01098901098901099,0.41452991452991456
0.3818,0.3302,2013-05-14,2013-05-14,119.8000030517578,110.25,117.9800033569336,111.5,0.0,1243874487.5,8.66213428730866,2013-05-14,2013-05-14,0.022598870056497175,0.0,0.1401129943502825,0.03389830508474576,0.005649717514124294,0.0,0.11751412429378531,0.2229755178907721
0.3612,-0.0205999999999999,2013-05-15,2013-05-15,115.80999755859376,103.5,111.4000015258789,114.22000122070312,0.0,1274623812.5,11.89371744791668,2013-05-15,2013-05-15,0.1717171717171717,0.030303030303030304,0.202020202020202,0.0,0.0,0.0,0.0,0.19696969696969693
-0.1898,-0.551,2013-05-16,2013-05-16,118.76000213623048,112.1999969482422,114.22000122070312,118.76000213623048,0.0,1325726787.0,5.846707100192176,2013-05-16,2013-05-16,0.07489895725189842,0.07222516046045459,0.126931891637774,0.031099619334913453,0.03212800271623801,0.026770615005909125,0.018324812442459502,0.2806291747468218
0.2732,0.4629999999999999,2013-05-17,2013-05-17,125.3000030517578,116.5709991455078,118.20999908447266,123.01499938964844,0.0,1373723881.88,7.488143680877409,2013-05-17,2013-05-17,0.03214285714285715,0.03571428571428571,0.07040816326530612,0.014285714285714287,0.05255102040816327,0.017857142857142856,0.07040816326530612,0.1976190476190476
0.6085499999999999,0.3353499999999999,2013-05-18,2013-05-18,125.25,122.3000030517578,123.5,123.4980010986328,0.0,1379574545.85,2.412098834530489,2013-05-18,2013-05-18,0.016666666666666666,0.0,0.2,0.016666666666666666,0.06666666666666667,0.0,0.09999999999999999,0.26666666666666666
0.0840749999999999,-0.524475,2013-05-19,2013-05-19,124.5,119.5709991455078,123.21099853515624,121.98999786376952,0.0,1363204702.75,4.122237741355681,2013-05-19,2013-05-19,,,,,,,,
-0.4404,-0.5244749999999999,2013-05-20,2013-05-20,123.62100219726562,120.12000274658205,122.5,122.0,0.0,1363709900.0,2.914584890636126,2013-05-20,2013-05-20,0.13513513513513514,0.08108108108108109,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.05405405405405406,0.08108108108108109,0.10810810810810811
0.4033,0.8437,2013-05-21,2013-05-21,123.0,121.20999908447266,122.0199966430664,122.87999725341795,0.0,1374013440.0,1.4767766100549768,2013-05-21,2013-05-21,0.0,0.0,0.2435897435897436,0.025641025641025644,0.0,0.0,0.025641025641025644,0.23076923076923078
-0.3749,-0.7782,2013-05-22,2013-05-22,124.0009994506836,122.0,122.88999938964844,123.88899993896484,0.0,1385778992.85,1.6401634841668802,2013-05-22,2013-05-22,0.13347763347763347,0.10606060606060606,0.10606060606060606,0.010101010101010102,0.14357864357864356,0.010101010101010102,0.010101010101010102,0.2597402597402597
0.5909,0.9658,2013-05-23,2013-05-23,126.93399810791016,123.0999984741211,123.8000030517578,126.6999969482422,0.0,1417769832.5,3.1145407646735848,2013-05-23,2013-05-23,0.03555555555555555,0.013333333333333332,0.25555555555555554,0.08888888888888888,0.03555555555555555,0.0,0.11111111111111112,0.18333333333333335
0.3397,-0.2512,2013-05-24,2013-05-24,133.85000610351562,125.71900177001952,126.3000030517578,133.1999969482422,0.0,1491070770.0,6.467601730063312,2013-05-24,2013-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-0.1181,-0.4578,2013-05-25,2013-05-25,133.218994140625,128.89999389648438,133.10000610351562,131.97999572753906,0.0,1477958233.0,3.350659773971038,2013-05-25,2013-05-25,0.12776379212770525,0.07032609332006323,0.06387448041683742,0.026696329254727473,0.12776379212770525,0.01697792869269949,0.0744007962063111,0.14013621372675292
-0.04615,0.07195,2013-05-26,2013-05-26,136.0,130.61500549316406,131.98599243164062,133.47999572753906,0.0,1495293015.0,4.122799280606216,2013-05-26,2013-05-26,,,,,,,,
0.0258,0.07195,2013-05-27,2013-05-27,135.46499633789062,124.6999969482422,133.5,129.7449951171875,0.0,1454029509.62,8.632718246269508,2013-05-27,2013-05-27,0.07306064598554717,0.07471353854753064,0.10895716053818819,0.034366391184573,0.1325877350580908,0.027368547131392976,0.02199265381083563,0.14990301566388525
0.4163,0.3905,2013-05-28,2013-05-28,130.5800018310547,125.5999984741211,129.77000427246094,129.0,0.0,1446189975.0,3.964970873753383,2013-05-28,2013-05-28,0.07586940836940836,0.04281385281385281,0.19596681096681098,0.007575757575757576,0.05128787878787879,0.020454545454545458,0.0882900432900433,0.2085930735930736
