Compound Sentiment Score,sentiment change,date
0.44855,0.06964999999999999,2015-01-15
0.38525,-0.06330000000000002,2015-01-16
0.42195000000000005,0.036700000000000066,2015-01-17
0.42069999999999996,-0.0012500000000000844,2015-01-18
0.4478,0.027100000000000013,2015-01-19
0.40245,-0.04535,2015-01-20
0.52755,0.1251,2015-01-21
0.4404,-0.08714999999999995,2015-01-22
0.28345,-0.15695000000000003,2015-01-23
0.4512,0.16775,2015-01-24
0.4588,0.007599999999999996,2015-01-25
0.4939,0.03510000000000002,2015-01-26
0.6166,0.12270000000000003,2015-01-27
0.61865,0.0020499999999999963,2015-01-28
0.3609,-0.25775000000000003,2015-01-29
0.44694999999999996,0.08604999999999996,2015-01-30
0.44430000000000003,-0.00264999999999993,2015-01-31
0.1149,-0.3294,2015-02-01
0.3612,0.24630000000000002,2015-02-02
0.4577,0.09649999999999997,2015-02-03
0.3802,-0.07750000000000001,2015-02-04
0.50305,0.12285000000000001,2015-02-05
0.39225,-0.11080000000000001,2015-02-06
0.3715,-0.02074999999999999,2015-02-07
0.4019,0.030399999999999983,2015-02-08
0.4019,0.0,2015-02-09
0.4628,0.06090000000000001,2015-02-10
0.525,0.06220000000000003,2015-02-11
0.5913999999999999,0.0663999999999999,2015-02-12
0.4926,-0.09879999999999994,2015-02-13
0.4404,-0.05219999999999997,2015-02-14
0.4939,0.05349999999999999,2015-02-15
0.26115,-0.23275,2015-02-16
0.4753,0.21415,2015-02-17
0.4496,-0.0257,2015-02-18
0.23349999999999999,-0.21610000000000001,2015-02-19
0.4939,0.2604,2015-02-20
0.2714,-0.22250000000000003,2015-02-21
0.3979,0.1265,2015-02-22
0.42115,0.02325000000000005,2015-02-23
0.6679,0.24675000000000002,2015-02-24
0.4019,-0.26600000000000007,2015-02-25
0.4939,0.09200000000000003,2015-02-26
0.41169999999999995,-0.08220000000000005,2015-02-27
0.4854,0.07370000000000004,2015-02-28
0.4069,-0.07850000000000001,2015-03-01
0.29105000000000003,-0.11584999999999995,2015-03-02
0.6249,0.33385,2015-03-03
0.5505,-0.07440000000000002,2015-03-04
0.35860000000000003,-0.19189999999999996,2015-03-05
0.4215,0.06289999999999996,2015-03-06
0.2484,-0.17309999999999998,2015-03-07
0.37095,0.12254999999999999,2015-03-08
0.6279,0.25695,2015-03-09
0.24409999999999998,-0.38380000000000003,2015-03-10
0.10185,-0.14225,2015-03-11
0.3497,0.24785000000000001,2015-03-12
0.57345,0.22375,2015-03-13
0.2903,-0.28315,2015-03-14
0.34625,0.05595,2015-03-15
0.3612,0.014950000000000019,2015-03-16
0.49935,0.13815,2015-03-17
0.33809999999999996,-0.16125000000000006,2015-03-18
0.4145,0.07640000000000002,2015-03-19
0.4019,-0.0126,2015-03-20
0.4215,0.019600000000000006,2015-03-21
0.4019,-0.019600000000000006,2015-03-22
0.47355,0.07165000000000005,2015-03-23
0.4129,-0.06065000000000004,2015-03-24
0.3252,-0.0877,2015-03-25
0.3612,0.03600000000000003,2015-03-26
0.4374,0.07619999999999999,2015-03-27
0.4109,-0.026500000000000024,2015-03-28
0.51865,0.10775000000000007,2015-03-29
0.5423,0.02364999999999995,2015-03-30
0.0772,-0.4651,2015-03-31
0.30774999999999997,0.23054999999999998,2015-04-01
0.2732,-0.03454999999999997,2015-04-02
0.4019,0.12869999999999998,2015-04-03
0.4588,0.056900000000000006,2015-04-04
0.63335,0.17454999999999998,2015-04-05
0.4404,-0.19294999999999995,2015-04-06
0.4404,0.0,2015-04-07
0.4753,0.03489999999999999,2015-04-08
0.6523,0.177,2015-04-09
0.2023,-0.44999999999999996,2015-04-10
0.4496,0.2473,2015-04-11
0.0,-0.4496,2015-04-12
0.4767,0.4767,2015-04-13
0.6229,0.1462,2015-04-14
0.3612,-0.2617,2015-04-15
0.4939,0.13269999999999998,2015-04-16
0.5562,0.06230000000000002,2015-04-17
0.4019,-0.15430000000000005,2015-04-18
-0.4208,-0.8227,2015-04-19
0.4404,0.8612,2015-04-20
0.27565,-0.16475,2015-04-21
0.4753,0.19965,2015-04-22
0.6697,0.19439999999999996,2015-04-23
0.35885,-0.31084999999999996,2015-04-24
0.593,0.23414999999999997,2015-04-25
0.4983,-0.09469999999999995,2015-04-26
0.4767,-0.021600000000000008,2015-04-27
0.7587,0.28200000000000003,2015-04-28
0.2602,-0.49850000000000005,2015-04-29
0.43975,0.17955,2015-04-30
0.4919,0.05215000000000003,2015-05-01
0.4496,-0.042300000000000004,2015-05-02
0.6808,0.23119999999999996,2015-05-03
0.28459999999999996,-0.3962,2015-05-04
0.4404,0.15580000000000005,2015-05-05
0.4199,-0.020500000000000018,2015-05-06
0.4096,-0.010299999999999976,2015-05-07
0.4404,0.030799999999999994,2015-05-08
0.27475,-0.16565000000000002,2015-05-09
0.6628000000000001,0.38805000000000006,2015-05-10
0.7414,0.07859999999999989,2015-05-11
0.5267,-0.2147,2015-05-12
0.6228,0.09610000000000007,2015-05-13
0.28369999999999995,-0.33910000000000007,2015-05-14
0.38835,0.10465000000000002,2015-05-15
-0.128,-0.51635,2015-05-16
0.5859,0.7139,2015-05-17
0.4588,-0.1271,2015-05-18
0.3612,-0.09759999999999996,2015-05-19
0.2732,-0.08800000000000002,2015-05-20
0.1333,-0.1399,2015-05-21
0.33755,0.20425000000000001,2015-05-22
0.5569,0.21934999999999993,2015-05-23
0.67405,0.11715000000000009,2015-05-24
0.5946,-0.07945000000000002,2015-05-25
0.5562,-0.03839999999999999,2015-05-26
0.4456,-0.11060000000000003,2015-05-27
0.5697,0.12409999999999999,2015-05-28
0.3612,-0.20849999999999996,2015-05-29
0.4019,0.04069999999999996,2015-05-30
0.61095,0.20905,2015-05-31
0.484,-0.12695,2015-06-01
0.514,0.030000000000000027,2015-06-02
0.4199,-0.09410000000000002,2015-06-03
0.4579,0.03799999999999998,2015-06-04
0.3715,-0.08639999999999998,2015-06-05
0.3753,0.0038000000000000256,2015-06-06
0.4019,0.026599999999999957,2015-06-07
0.51865,0.11675000000000008,2015-06-08
0.29510000000000003,-0.22355000000000003,2015-06-09
0.5859,0.29079999999999995,2015-06-10
0.4027,-0.18319999999999997,2015-06-11
0.5158,0.11310000000000003,2015-06-12
0.1227,-0.3931,2015-06-13
0.34655,0.22385000000000002,2015-06-14
0.4404,0.09384999999999999,2015-06-15
0.6367499999999999,0.1963499999999999,2015-06-16
0.4939,-0.14284999999999992,2015-06-17
0.7339,0.24,2015-06-18
0.3786,-0.3553,2015-06-19
0.6048,0.2262,2015-06-20
0.0516,-0.5532,2015-06-21
0.24805,0.19644999999999999,2015-06-22
0.4404,0.19235000000000002,2015-06-23
0.4858,0.045399999999999996,2015-06-24
0.484,-0.0018000000000000238,2015-06-25
0.5707,0.0867,2015-06-26
0.5927,0.02200000000000002,2015-06-27
0.43015000000000003,-0.16254999999999997,2015-06-28
0.6993,0.26915,2015-06-29
0.4019,-0.29740000000000005,2015-06-30
0.5911500000000001,0.18925000000000008,2015-07-01
0.5859,-0.005250000000000088,2015-07-02
0.354,-0.2319,2015-07-03
0.4404,0.08640000000000003,2015-07-04
0.5093,0.06889999999999996,2015-07-05
0.4588,-0.05049999999999999,2015-07-06
0.25995,-0.19884999999999997,2015-07-07
0.34,0.08005000000000001,2015-07-08
0.1636,-0.17640000000000003,2015-07-09
-0.0516,-0.2152,2015-07-10
0.3182,0.36979999999999996,2015-07-11
0.3612,0.04300000000000004,2015-07-12
0.5574,0.19619999999999999,2015-07-13
0.43095,-0.12645,2015-07-14
0.60215,0.17119999999999996,2015-07-15
0.4199,-0.18224999999999997,2015-07-16
0.4005,-0.019399999999999973,2015-07-17
0.38370000000000004,-0.01679999999999998,2015-07-18
0.26795,-0.11575000000000002,2015-07-19
0.34,0.07205,2015-07-20
0.12135000000000001,-0.21865,2015-07-21
0.45685,0.33549999999999996,2015-07-22
0.4215,-0.03534999999999999,2015-07-23
0.3226,-0.09889999999999999,2015-07-24
0.7311,0.4085,2015-07-25
0.4404,-0.29069999999999996,2015-07-26
0.473,0.03259999999999996,2015-07-27
0.4019,-0.0711,2015-07-28
0.42705000000000004,0.02515000000000006,2015-07-29
0.54125,0.11419999999999997,2015-07-30
0.2144,-0.32685,2015-07-31
0.5831,0.3686999999999999,2015-08-01
0.5106,-0.0724999999999999,2015-08-02
0.5194,0.008799999999999919,2015-08-03
0.17385,-0.34554999999999997,2015-08-04
0.20765,0.0338,2015-08-05
0.5994,0.39175000000000004,2015-08-06
0.38155,-0.21785000000000004,2015-08-07
0.4404,0.05885000000000001,2015-08-08
0.5719,0.13149999999999995,2015-08-09
0.40515,-0.16674999999999995,2015-08-10
0.4533,0.04814999999999997,2015-08-11
0.4404,-0.012899999999999967,2015-08-12
0.5574,0.11699999999999999,2015-08-13
0.392,-0.1654,2015-08-14
0.4019,0.009899999999999964,2015-08-15
0.1779,-0.22399999999999998,2015-08-16
0.3873,0.20939999999999998,2015-08-17
0.4018,0.014500000000000013,2015-08-18
0.2732,-0.1286,2015-08-19
0.3141,0.04089999999999999,2015-08-20
0.2616,-0.05249999999999999,2015-08-21
0.4588,0.1972,2015-08-22
0.4234,-0.03539999999999999,2015-08-23
0.4019,-0.02150000000000002,2015-08-24
0.2249,-0.177,2015-08-25
0.3575,0.1326,2015-08-26
0.67485,0.31734999999999997,2015-08-27
0.4588,-0.21604999999999996,2015-08-28
0.7269,0.2681,2015-08-29
0.4019,-0.325,2015-08-30
0.42,0.018100000000000005,2015-08-31
-0.1139,-0.5339,2015-09-01
0.2982,0.4121,2015-09-02
0.4939,0.19569999999999999,2015-09-03
0.32235,-0.17154999999999998,2015-09-04
0.50565,0.18330000000000002,2015-09-05
0.49795,-0.00770000000000004,2015-09-06
0.5385500000000001,0.04060000000000008,2015-09-07
0.4404,-0.09815000000000007,2015-09-08
0.2023,-0.2381,2015-09-09
0.296,0.09369999999999998,2015-09-10
0.38339999999999996,0.08739999999999998,2015-09-11
0.4404,0.05700000000000005,2015-09-12
0.4404,0.0,2015-09-13
0.4716,0.031200000000000006,2015-09-14
0.5095,0.037899999999999934,2015-09-15
0.5526500000000001,0.04315000000000013,2015-09-16
-0.296,-0.8486500000000001,2015-09-17
0.4707,0.7666999999999999,2015-09-18
0.1159,-0.3548,2015-09-19
0.47725,0.36135,2015-09-20
0.5093,0.03204999999999997,2015-09-21
0.3291,-0.18019999999999997,2015-09-22
0.4404,0.11130000000000001,2015-09-23
0.5256,0.08519999999999994,2015-09-24
-0.1433,-0.6688999999999999,2015-09-25
0.4019,0.5452,2015-09-26
0.63345,0.23154999999999998,2015-09-27
0.6705,0.03705000000000003,2015-09-28
0.4767,-0.19379999999999997,2015-09-29
0.6808,0.20409999999999995,2015-09-30
0.41169999999999995,-0.2691,2015-10-01
0.53925,0.12755000000000005,2015-10-02
0.5712999999999999,0.03204999999999991,2015-10-03
0.5994,0.028100000000000125,2015-10-04
0.2031,-0.39630000000000004,2015-10-05
0.4199,0.2168,2015-10-06
0.2263,-0.1936,2015-10-07
0.2263,0.0,2015-10-08
0.43735,0.21105000000000002,2015-10-09
0.41000000000000003,-0.027349999999999985,2015-10-10
-0.1027,-0.5127,2015-10-11
0.5917,0.6944,2015-10-12
0.4012,-0.1905,2015-10-13
0.1205,-0.2807,2015-10-14
0.40164999999999995,0.28114999999999996,2015-10-15
0.35105,-0.05059999999999998,2015-10-16
0.3903,0.03925000000000001,2015-10-17
0.354,-0.0363,2015-10-18
0.4019,0.0479,2015-10-19
0.4391,0.03720000000000001,2015-10-20
0.50995,0.07085000000000002,2015-10-21
0.3076,-0.20235000000000003,2015-10-22
0.3612,0.053600000000000037,2015-10-23
0.4019,0.04069999999999996,2015-10-24
0.5811999999999999,0.17929999999999996,2015-10-25
0.4201,-0.16109999999999997,2015-10-26
0.6554,0.2353,2015-10-27
0.34240000000000004,-0.31299999999999994,2015-10-28
0.6034999999999999,0.2610999999999999,2015-10-29
0.784,0.1805000000000001,2015-10-30
0.5733,-0.2107,2015-10-31
0.6285000000000001,0.05520000000000003,2015-11-01
0.19465,-0.43385000000000007,2015-11-02
0.3612,0.16655000000000003,2015-11-03
0.5719,0.21069999999999994,2015-11-04
0.52935,-0.04254999999999998,2015-11-05
0.5267,-0.002650000000000041,2015-11-06
0.7235,0.19680000000000009,2015-11-07
0.431,-0.29250000000000004,2015-11-08
0.3612,-0.06979999999999997,2015-11-09
0.34265,-0.01855000000000001,2015-11-10
0.5122,0.16954999999999998,2015-11-11
0.6369,0.12470000000000003,2015-11-12
0.42625,-0.21065,2015-11-13
0.5645,0.13824999999999998,2015-11-14
0.4423,-0.12219999999999998,2015-11-15
-0.3094,-0.7517,2015-11-16
0.4168,0.7262,2015-11-17
0.6514,0.23459999999999998,2015-11-18
0.0772,-0.5741999999999999,2015-11-19
0.3818,0.3046,2015-11-20
0.2035,-0.1783,2015-11-21
-0.0517,-0.2552,2015-11-22
0.5267,0.5783999999999999,2015-11-23
0.3595,-0.16719999999999996,2015-11-24
0.2023,-0.15719999999999998,2015-11-25
0.3818,0.17949999999999997,2015-11-26
0.5255,0.1437,2015-11-27
-0.4683,-0.9938,2015-11-28
0.4515,0.9198,2015-11-29
0.4404,-0.011099999999999999,2015-11-30
0.4527,0.012299999999999978,2015-12-01
0.2732,-0.1795,2015-12-02
0.3857,0.11249999999999999,2015-12-03
0.46225,0.07655,2015-12-04
0.35814999999999997,-0.10410000000000003,2015-12-05
0.4215,0.06335000000000002,2015-12-06
0.2732,-0.1483,2015-12-07
0.2731,-9.999999999998899e-05,2015-12-08
0.2023,-0.0708,2015-12-09
-0.03095,-0.23325,2015-12-10
0.3182,0.34914999999999996,2015-12-11
0.26580000000000004,-0.05239999999999995,2015-12-12
0.58945,0.32365,2015-12-13
-0.26444999999999996,-0.8539,2015-12-14
0.3612,0.62565,2015-12-15
0.4215,0.060299999999999965,2015-12-16
-0.2737,-0.6952,2015-12-17
0.35035000000000005,0.62405,2015-12-18
0.5023,0.15194999999999992,2015-12-19
0.31745,-0.18484999999999996,2015-12-20
0.296,-0.021450000000000025,2015-12-21
0.5971500000000001,0.3011500000000001,2015-12-22
0.5106,-0.08655000000000002,2015-12-23
0.508,-0.0026000000000000467,2015-12-24
-0.25,-0.758,2015-12-25
0.6249,0.8749,2015-12-26
0.7297,0.1048,2015-12-27
0.2986,-0.43110000000000004,2015-12-28
0.3612,0.06260000000000004,2015-12-29
0.25,-0.11120000000000002,2015-12-30
0.3225,0.07250000000000001,2015-12-31
0.70645,0.38395,2016-01-01
0.5859,-0.12055000000000005,2016-01-02
0.3497,-0.23619999999999997,2016-01-03
0.5279499999999999,0.1782499999999999,2016-01-04
0.4877,-0.0402499999999999,2016-01-05
0.5023,0.014599999999999946,2016-01-06
0.4404,-0.061899999999999955,2016-01-07
0.2732,-0.16720000000000002,2016-01-08
0.4215,0.1483,2016-01-09
0.1779,-0.24359999999999998,2016-01-10
0.4039,0.22599999999999998,2016-01-11
0.62415,0.22025,2016-01-12
0.43095,-0.19319999999999998,2016-01-13
0.39115,-0.0398,2016-01-14
0.2955,-0.09565000000000001,2016-01-15
0.4496,0.15410000000000001,2016-01-16
0.2732,-0.1764,2016-01-17
0.1779,-0.0953,2016-01-18
0.20900000000000002,0.031100000000000017,2016-01-19
0.3612,0.1522,2016-01-20
0.4506,0.08939999999999998,2016-01-21
0.4574,0.006799999999999973,2016-01-22
0.3108,-0.14659999999999995,2016-01-23
0.4767,0.1659,2016-01-24
0.7319,0.2552,2016-01-25
0.4215,-0.3104,2016-01-26
0.3283,-0.0932,2016-01-27
0.2082,-0.12009999999999998,2016-01-28
0.6597,0.45149999999999996,2016-01-29
0.568,-0.0917,2016-01-30
0.5319,-0.03609999999999991,2016-01-31
0.4019,-0.13000000000000006,2016-02-01
-0.28459999999999996,-0.6864999999999999,2016-02-02
0.3182,0.6028,2016-02-03
-0.1531,-0.4713,2016-02-04
0.3902,0.5433,2016-02-05
0.368,-0.022199999999999998,2016-02-06
0.62815,0.26015,2016-02-07
0.6124,-0.01574999999999993,2016-02-08
0.5273,-0.08510000000000006,2016-02-09
0.4496,-0.07769999999999999,2016-02-10
0.6652,0.2156,2016-02-11
0.4767,-0.1885,2016-02-12
0.4224,-0.054300000000000015,2016-02-13
0.48410000000000003,0.06170000000000003,2016-02-14
0.4588,-0.025300000000000045,2016-02-15
-0.051500000000000004,-0.5103,2016-02-16
-0.0108,0.0407,2016-02-17
0.1307,0.14150000000000001,2016-02-18
0.1979,0.06719999999999998,2016-02-19
0.24835000000000002,0.05045000000000002,2016-02-20
0.78605,0.5377000000000001,2016-02-21
0.4215,-0.36455000000000004,2016-02-22
0.4404,0.018900000000000028,2016-02-23
0.4019,-0.038500000000000034,2016-02-24
0.4574,0.055499999999999994,2016-02-25
0.4019,-0.055499999999999994,2016-02-26
0.6362,0.2343,2016-02-27
0.4265,-0.2097,2016-02-28
0.66785,0.24135000000000006,2016-02-29
0.4417,-0.22615000000000007,2016-03-01
0.40925,-0.03244999999999998,2016-03-02
0.5295000000000001,0.12025000000000008,2016-03-03
0.4577,-0.07180000000000009,2016-03-04
0.5179,0.06020000000000003,2016-03-05
0.507,-0.01090000000000002,2016-03-06
0.4019,-0.10510000000000003,2016-03-07
0.4738,0.07190000000000002,2016-03-08
0.5023,0.02849999999999997,2016-03-09
0.45785,-0.04444999999999999,2016-03-10
0.43095,-0.02689999999999998,2016-03-11
0.3818,-0.04915000000000003,2016-03-12
0.23775000000000002,-0.14404999999999996,2016-03-13
0.0258,-0.21195000000000003,2016-03-14
0.47455,0.44875000000000004,2016-03-15
0.17215,-0.3024,2016-03-16
0.2143,0.04214999999999999,2016-03-17
0.39185,0.17754999999999999,2016-03-18
0.18875,-0.20309999999999997,2016-03-19
0.6249,0.43615000000000004,2016-03-20
0.6084499999999999,-0.016450000000000076,2016-03-21
0.3195,-0.28894999999999993,2016-03-22
0.37255000000000005,0.05305000000000004,2016-03-23
0.4404,0.06784999999999997,2016-03-24
0.4019,-0.038500000000000034,2016-03-25
0.4927,0.09080000000000005,2016-03-26
0.6182000000000001,0.12550000000000006,2016-03-27
0.2997,-0.31850000000000006,2016-03-28
0.5583,0.2586,2016-03-29
0.4215,-0.13680000000000003,2016-03-30
0.3802,-0.0413,2016-03-31
0.5093,0.1291,2016-04-01
0.3191,-0.19019999999999998,2016-04-02
0.4019,0.08279999999999998,2016-04-03
0.4417,0.0398,2016-04-04
0.4576,0.015900000000000025,2016-04-05
0.228,-0.2296,2016-04-06
0.4404,0.2124,2016-04-07
0.4588,0.018399999999999972,2016-04-08
0.3939,-0.06490000000000001,2016-04-09
0.4005,0.00660000000000005,2016-04-10
0.51475,0.11425000000000002,2016-04-11
0.37005,-0.14470000000000005,2016-04-12
0.50995,0.13990000000000002,2016-04-13
0.41565,-0.0943,2016-04-14
0.296,-0.11965000000000003,2016-04-15
0.2144,-0.08159999999999998,2016-04-16
0.3919,0.17750000000000002,2016-04-17
0.27435,-0.11755000000000004,2016-04-18
0.3186,0.04425000000000001,2016-04-19
0.56175,0.24314999999999998,2016-04-20
0.2023,-0.35944999999999994,2016-04-21
0.6005,0.3982,2016-04-22
0.6369,0.03639999999999999,2016-04-23
0.3612,-0.2757,2016-04-24
0.281,-0.0802,2016-04-25
0.0746,-0.20640000000000003,2016-04-26
0.2923,0.2177,2016-04-27
0.57745,0.28515,2016-04-28
0.4029,-0.17455000000000004,2016-04-29
0.45704999999999996,0.054149999999999976,2016-04-30
0.55475,0.09770000000000001,2016-05-01
0.1897,-0.36505,2016-05-02
0.24305,0.05334999999999998,2016-05-03
0.31720000000000004,0.07415000000000005,2016-05-04
0.3064,-0.010800000000000032,2016-05-05
0.5789,0.27249999999999996,2016-05-06
-0.1779,-0.7567999999999999,2016-05-07
0.3612,0.5391,2016-05-08
0.39744999999999997,0.03624999999999995,2016-05-09
0.1991,-0.19834999999999997,2016-05-10
0.15485000000000002,-0.044249999999999984,2016-05-11
0.4588,0.30394999999999994,2016-05-12
0.2077,-0.2511,2016-05-13
0.0258,-0.1819,2016-05-14
0.6422000000000001,0.6164000000000001,2016-05-15
0.05414999999999999,-0.5880500000000001,2016-05-16
0.5562,0.50205,2016-05-17
0.4753,-0.08090000000000003,2016-05-18
0.365,-0.11030000000000001,2016-05-19
0.523,0.15800000000000003,2016-05-20
0.41795,-0.10505000000000003,2016-05-21
0.4084,-0.009550000000000003,2016-05-22
0.4215,0.0131,2016-05-23
0.30984999999999996,-0.11165000000000003,2016-05-24
0.4404,0.13055000000000005,2016-05-25
0.6588,0.21840000000000004,2016-05-26
0.32594999999999996,-0.3328500000000001,2016-05-27
0.5106,0.1846500000000001,2016-05-28
0.4215,-0.08910000000000007,2016-05-29
0.34,-0.08149999999999996,2016-05-30
-0.0258,-0.3658,2016-05-31
0.6808,0.7066,2016-06-01
0.4215,-0.2593,2016-06-02
0.3975,-0.023999999999999966,2016-06-03
0.5106,0.11310000000000003,2016-06-04
0.4019,-0.10870000000000007,2016-06-05
-0.0772,-0.47909999999999997,2016-06-06
0.0772,0.1544,2016-06-07
0.10389999999999999,0.026699999999999988,2016-06-08
-0.1557,-0.2596,2016-06-09
0.34,0.49570000000000003,2016-06-10
0.3612,0.021199999999999997,2016-06-11
0.296,-0.06520000000000004,2016-06-12
0.3612,0.06520000000000004,2016-06-13
-0.25,-0.6112,2016-06-14
0.4496,0.6996,2016-06-15
0.3612,-0.08839999999999998,2016-06-16
0.4215,0.060299999999999965,2016-06-17
0.3182,-0.1033,2016-06-18
0.3182,0.0,2016-06-19
0.3182,0.0,2016-06-20
0.3878,0.0696,2016-06-21
0.3558,-0.03199999999999997,2016-06-22
0.45855,0.10275000000000001,2016-06-23
0.296,-0.16255000000000003,2016-06-24
0.72435,0.42835000000000006,2016-06-25
0.3818,-0.3425500000000001,2016-06-26
0.6486,0.2668,2016-06-27
0.4404,-0.20819999999999994,2016-06-28
0.6369,0.1965,2016-06-29
0.6597,0.02279999999999993,2016-06-30
0.67025,0.01055000000000006,2016-07-01
0.6597,-0.01055000000000006,2016-07-02
0.4753,-0.18439999999999995,2016-07-03
0.5346,0.059299999999999964,2016-07-04
0.6597,0.1251,2016-07-05
0.6452,-0.014499999999999957,2016-07-06
0.6597,0.014499999999999957,2016-07-07
0.6966,0.036900000000000044,2016-07-08
0.6597,-0.036900000000000044,2016-07-09
0.6597,0.0,2016-07-10
0.6597,0.0,2016-07-11
0.6597,0.0,2016-07-12
0.32125,-0.33845,2016-07-13
0.25,-0.07124999999999998,2016-07-14
0.2263,-0.0237,2016-07-15
0.3612,0.13490000000000002,2016-07-16
0.1406,-0.22060000000000002,2016-07-17
0.4753,0.3347,2016-07-18
-0.128,-0.6033,2016-07-19
0.3612,0.4892,2016-07-20
0.4993,0.1381,2016-07-21
0.31265,-0.18665000000000004,2016-07-22
0.4404,0.12775000000000003,2016-07-23
0.44945,0.009050000000000002,2016-07-24
0.6753,0.22585,2016-07-25
0.296,-0.3793,2016-07-26
0.296,0.0,2016-07-27
0.40845,0.11245,2016-07-28
-0.1531,-0.56155,2016-07-29
0.3715,0.5246,2016-07-30
0.5499,0.17840000000000006,2016-07-31
0.33525,-0.21465000000000006,2016-08-01
0.39690000000000003,0.06165000000000004,2016-08-02
-0.4019,-0.7988,2016-08-03
0.2429,0.6448,2016-08-04
0.4413,0.19840000000000002,2016-08-05
0.4019,-0.039400000000000046,2016-08-06
0.57405,0.17214999999999997,2016-08-07
0.4391,-0.13494999999999996,2016-08-08
-0.4767,-0.9158,2016-08-09
0.3415,0.8182,2016-08-10
0.5426500000000001,0.20115000000000005,2016-08-11
-0.13974999999999999,-0.6824000000000001,2016-08-12
0.44415000000000004,0.5839000000000001,2016-08-13
0.3397,-0.10445000000000004,2016-08-14
0.0803,-0.2594,2016-08-15
0.42115,0.34085000000000004,2016-08-16
0.4588,0.03764999999999996,2016-08-17
0.75135,0.29255,2016-08-18
0.43025,-0.32109999999999994,2016-08-19
0.23815,-0.19210000000000002,2016-08-20
0.6119,0.37375,2016-08-21
0.4215,-0.1904,2016-08-22
0.4276,0.006099999999999994,2016-08-23
0.5106,0.08300000000000007,2016-08-24
0.4939,-0.016700000000000048,2016-08-25
0.16710000000000003,-0.3268,2016-08-26
0.31720000000000004,0.1501,2016-08-27
0.4019,0.08469999999999994,2016-08-28
0.26805,-0.13384999999999997,2016-08-29
0.44489999999999996,0.17684999999999995,2016-08-30
0.1027,-0.34219999999999995,2016-08-31
0.4404,0.3377,2016-09-01
0.43985,-0.0005499999999999949,2016-09-02
0.34,-0.09985,2016-09-03
-0.3119,-0.6519,2016-09-04
0.1659,0.4778,2016-09-05
0.42069999999999996,0.25479999999999997,2016-09-06
0.2584,-0.16229999999999994,2016-09-07
0.4215,0.16309999999999997,2016-09-08
0.3612,-0.060299999999999965,2016-09-09
0.4215,0.060299999999999965,2016-09-10
0.4019,-0.019600000000000006,2016-09-11
0.46340000000000003,0.061500000000000055,2016-09-12
0.28005,-0.18335,2016-09-13
0.4019,0.12184999999999996,2016-09-14
0.4118,0.00990000000000002,2016-09-15
0.4019,-0.00990000000000002,2016-09-16
0.4754,0.07350000000000001,2016-09-17
0.45855,-0.016849999999999976,2016-09-18
0.5003,0.041749999999999954,2016-09-19
0.3612,-0.13909999999999995,2016-09-20
0.4404,0.07919999999999999,2016-09-21
0.4019,-0.038500000000000034,2016-09-22
0.3612,-0.04069999999999996,2016-09-23
0.4019,0.04069999999999996,2016-09-24
0.38155,-0.02034999999999998,2016-09-25
0.2944,-0.08715,2016-09-26
0.5056,0.21120000000000005,2016-09-27
0.21595000000000003,-0.28965,2016-09-28
0.39185,0.17589999999999995,2016-09-29
0.56725,0.17540000000000006,2016-09-30
0.003700000000000002,-0.56355,2016-10-01
0.3818,0.3781,2016-10-02
0.4404,0.05860000000000004,2016-10-03
0.4019,-0.038500000000000034,2016-10-04
0.40080000000000005,-0.0010999999999999344,2016-10-05
0.34,-0.06080000000000002,2016-10-06
0.3217,-0.01830000000000004,2016-10-07
-0.0854,-0.4071,2016-10-08
0.36485,0.45025000000000004,2016-10-09
0.34,-0.024849999999999983,2016-10-10
0.5199,0.1799,2016-10-11
0.5568500000000001,0.03695000000000004,2016-10-12
0.296,-0.2608500000000001,2016-10-13
0.4926,0.1966,2016-10-14
0.4019,-0.0907,2016-10-15
0.4574,0.055499999999999994,2016-10-16
0.3071,-0.1503,2016-10-17
0.3807,0.0736,2016-10-18
0.4019,0.021199999999999997,2016-10-19
0.2732,-0.12869999999999998,2016-10-20
0.2023,-0.07089999999999999,2016-10-21
0.3955,0.1932,2016-10-22
0.24380000000000002,-0.1517,2016-10-23
0.3182,0.07439999999999997,2016-10-24
0.46735,0.14915,2016-10-25
0.57735,0.11000000000000004,2016-10-26
0.2869,-0.29045000000000004,2016-10-27
0.4853,0.19840000000000002,2016-10-28
-0.0772,-0.5625,2016-10-29
0.0431,0.1203,2016-10-30
0.2732,0.2301,2016-10-31
0.31555,0.04235,2016-11-01
0.4577,0.14215,2016-11-02
0.5395,0.08179999999999998,2016-11-03
0.38495,-0.15454999999999997,2016-11-04
0.4215,0.03654999999999997,2016-11-05
0.6489499999999999,0.22744999999999993,2016-11-06
0.537,-0.11194999999999988,2016-11-07
0.5719,0.03489999999999993,2016-11-08
0.4404,-0.13149999999999995,2016-11-09
0.6394,0.19899999999999995,2016-11-10
0.6549,0.01550000000000007,2016-11-11
0.41169999999999995,-0.24320000000000008,2016-11-12
0.5473,0.13560000000000005,2016-11-13
0.58115,0.03385000000000005,2016-11-14
0.42755,-0.15360000000000007,2016-11-15
0.63585,0.20830000000000004,2016-11-16
0.48235,-0.15350000000000003,2016-11-17
0.4574,-0.024950000000000028,2016-11-18
0.4404,-0.01699999999999996,2016-11-19
0.56475,0.12434999999999996,2016-11-20
